"","Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated_Duration","BounceRates","PageValues","SpecialDay","Browser","TrafficType","Month_Dec","Month_Feb","Month_Jul","Month_June","Month_Mar","Month_May","Month_Nov","Month_Oct","Month_Sep","OperatingSystems_Other","Region_1","Region_3","VisitorType_Other","Weekend_True","Revenue_True"
"4772",2,82.6,6,316,1446.733333,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,"0"
"6138",0,0,0,0,1579.333333,0.005714286,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,"0"
"8750",0,0,0,0,429,0,0,0,1,8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"0"
"7568",0,0,0,0,3002.902778,0.002083333,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"0"
"5276",0,0,0,0,2072.605556,0.013793103,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"8987",4,52.25,0,0,28,0,0,0,2,6,0,0,0,0,0,0,1,0,0,0,1,0,1,0,"0"
"5026",8,173.4115512,0,0,5721.800123,0.001142857,17.79812649,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"0"
"4319",1,11,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"5746",0,0,0,0,650.1666667,0.036363636,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"0"
"5955",2,118.9,0,0,1216.726667,0,26.13036122,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,"1"
"25",0,0,0,0,183.6666667,0.04,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,"0"
"9153",0,0,0,0,631.775,0.021428571,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"3749",0,0,0,0,67.5,0,0,0.6,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"2707",3,25.57142857,1,0,2026.47619,0.011764706,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"0"
"10",0,0,0,0,68,0,0,0,2,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,"0"
"5072",9,177.2,0,0,817.4333333,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0"
"6624",2,46.5,1,64.5,3309.448776,0.013285024,0,0,2,13,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"1"
"9207",0,0,0,0,296.5,0.036363636,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"328",2,45,0,0,96.46666667,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"0"
"4136",1,3,0,0,885,0,17.5455,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"1"
"1440",3,22.83333333,0,0,2625.009524,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"6868",1,0,0,0,1296,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"8942",3,136.5,0,0,412.0833333,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,"0"
"8137",4,82.5,0,0,299.5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,"0"
"1646",0,0,0,0,429.6333333,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"0"
"1588",6,92,3,101,5186.116667,0.004878049,6.548011382,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"0"
"421",0,0,0,0,48,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"0"
"7778",1,3,0,0,1046.666667,0.005555556,0,0,2,10,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"0"
"630",3,74,2,26,893.5111111,0.003571429,44.61199852,0,1,9,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"1"
"3161",0,0,0,0,606.7857143,0.017647059,0,0.4,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"0"
"6035",3,52.53333333,0,0,2059.3,0,26.18852293,0,11,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"1"
"7566",0,0,0,0,2381.097222,0.005714286,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"1864",0,0,0,0,173.25,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"1120",0,0,0,0,481.8333333,0,74.088,0,1,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,"1"
"4465",3,61.4,1,0,381.6,0.040909091,8.330574815,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1"
"4634",2,17.2,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"1"
"7844",0,0,0,0,180.1470588,0.033333333,0,0,2,8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"0"
"5777",1,63.4,0,0,137.6,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"0"
"9379",3,100,0,0,730.7916667,0.016,0,0,2,11,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"0"
"8067",0,0,0,0,1017.5,0.005,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"5355",3,60.73333333,0,0,696.9,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"1743",1,0,0,0,867.8333333,0.015,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"3540",4,15,1,0,1155,0.004545455,5.903181818,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1"
"7810",1,21,3,19,754.3194444,0.004651163,0,0,2,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"2439",1,24,0,0,496.75,0,115.48625,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"1"
"2405",0,0,2,76,2068.928571,0,39.27145714,0,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1"
"1648",3,46.5,0,0,402.6904762,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"0"
"3723",1,90,0,0,860.3166667,0,0,0,1,7,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"0"
"1647",0,0,0,0,111,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"65",0,0,0,0,52,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,"0"
"765",0,0,0,0,218.5,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"0"
"4924",2,28.2,0,0,271,0,0,0,8,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"7378",0,0,0,0,257.75,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"0"
"5979",3,103.6,0,0,440.5333333,0.006451613,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"6217",2,98.75,0,0,683.1653846,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"7599",0,0,0,0,1038,0.033333333,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"12",0,0,0,0,334.9666667,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,1,0,0,1,"0"
"4477",7,70.5,0,0,463.6940476,0.013620072,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0"
"9252",0,0,0,0,761.75,0.022222222,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1,"0"
"8843",1,28.5,0,0,1089.625,0.01,0,0,2,20,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"6425",0,0,0,0,396.25,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"3512",0,0,0,0,824.8333333,0,0,0.8,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"4315",5,44.66666667,1,144,1808.162266,0.045307443,2.153839297,0,2,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"0"
"2759",1,72,0,0,343,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"2748",1,11,0,0,183.5,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,1,0,1,1,"0"
"8446",0,0,0,0,550.1666667,0.008333333,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"686",3,64.5,0,0,1334.551371,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"0"
"6364",0,0,0,0,1652.486111,0,0,0,2,8,0,0,0,0,0,0,1,0,0,1,0,1,1,0,"0"
"2097",0,0,0,0,15,0,0,0,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"1149",0,0,0,0,172.5,0.01,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"0"
"3255",6,140.3333333,0,0,88.95,0,0,0,2,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,"0"
"3539",0,0,0,0,39,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"8254",10,130.625,0,0,707.1666667,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"0"
"974",0,0,0,0,17,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"0"
"2602",2,7,0,0,11,0,0,0,5,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"0"
"126",0,0,0,0,666,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"1546",5,55.5,0,0,1076.5,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"0"
"8147",0,0,2,686,288.125,0.030769231,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"0"
"8846",6,172.125,0,0,2767.366071,0.000533333,39.75249992,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"0"
"716",0,0,0,0,280,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
"4794",1,129.36,0,0,341.36,0,11.27546478,0,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0"
"1163",3,31.5,0,0,956.5,0,0,0,2,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
"1098",1,14,0,0,90,0,0,0,2,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"0"
"9011",0,0,0,0,587.9166667,0.023333333,23.33239205,0,2,10,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"0"
"6943",1,32.75,0,0,553.8333333,0,8.958652232,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"3586",1,15,1,0,969.15,0.001092896,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
"6389",1,60.5,0,0,449.5,0.025,0,0,8,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"5802",0,0,0,0,176.5,0.04,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0"
"2567",3,30.5,0,0,422.730303,0.008333333,0,0,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"8272",3,90.5,2,16,2986.916667,0.022278912,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"9161",0,0,0,0,443,0.030769231,0,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"1677",0,0,0,0,4,0,0,0.8,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"3673",0,0,0,0,806.8333333,0,28.03452632,0.2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1"
"2170",1,7,0,0,887.5833333,0,34.25336842,0,2,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"1"
"7184",0,0,0,0,651,0,68.258708,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
"4949",3,70.93333333,3,560,810.8333333,0,9.163038423,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0"
"7624",2,94,1,4,8584.025049,0.006289308,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1"
"4441",4,43.46666667,0,0,27.26666667,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,1,0,1,0,"1"
"8061",0,0,0,0,532.75,0.013333333,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,"0"
"3366",6,186.8666667,0,0,3372.826797,0.00625,0,0.6,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"8822",0,0,0,0,366.75,0.018181818,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"6209",0,0,0,0,566.8833333,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"0"
"496",3,86,0,0,1187.833333,0.009090909,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,"0"
"3936",9,150,0,0,1799.144235,0.009237379,0,0.8,2,13,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"0"
"2879",0,0,0,0,33,0,0,0,8,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"0"
"5541",1,15.2,1,13,1706.119697,0.010365854,5.251288882,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"0"
"6406",1,0,0,0,1159.541667,0.00125,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"1"
"3521",4,103,0,0,831.6666667,0.03030303,0,0,2,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"0"
"1239",5,184.3333333,1,108,558.8,0,0,0,2,8,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"0"
"7688",3,72,0,0,871.5,0.015384615,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"4566",0,0,0,0,1750.371795,0.021367521,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"0"
"6049",6,93.125,0,0,424.125,0,0,0,8,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"0"
"1190",2,6,0,0,1503.25,0.001550388,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"5166",1,28.2,0,0,536.0857143,0,75.62994948,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
"159",0,0,0,0,1192.386111,0.005714286,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7181",0,0,0,0,422.1666667,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,"0"
"3135",0,0,0,0,51,0,0,0,2,7,0,0,0,0,0,1,0,0,0,1,1,0,0,1,"0"
"8833",0,0,2,183,866.4166667,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,"0"
"8972",1,9,0,0,4334.815476,0.005531915,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"7974",0,0,0,0,23,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"3156",0,0,0,0,629.5,0,0,0,2,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"8145",7,98,3,61,2355.682738,0.002873563,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"0"
"868",0,0,0,0,863.3333333,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"0"
"5416",1,23.2,0,0,52.4,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"1"
"68",0,0,0,0,33,0,0,0.2,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,"0"
"439",0,0,0,0,221.5,0,0,0,2,10,0,0,0,0,1,0,0,0,0,1,0,1,0,1,"0"
"1767",1,7,1,97,2247.608298,0.004848485,32.68969091,0,1,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"0"
"5156",6,52.7,0,0,1568.533333,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,"0"
"4752",0,0,1,0,982.757619,0.0125,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"6610",0,0,0,0,1661.833333,0.027222222,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"240",2,61,0,0,97,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
"8135",0,0,0,0,497.25,0.016666667,0,0,8,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,"0"
"4281",0,0,0,0,58.4,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0"
"7319",2,49.8,0,0,857.2666667,0.012195122,5.850665427,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"5499",0,0,0,0,12,0,0,0,10,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"0"
"3538",8,50.75,1,26.75,553.5833333,0,5.798,0,2,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"0"
"789",0,0,0,0,37.5,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"0"
"1835",0,0,0,0,44,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"3913",0,0,0,0,815.8333333,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"5540",1,28.2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,1,1,0,1,0,"1"
"5890",1,9.1,0,0,115.6,0,0,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0"
"6310",6,189.25,0,0,635.4916667,0.006666667,10.58098677,0,2,8,0,0,0,0,0,0,1,0,0,1,0,1,0,1,"1"
"3056",0,0,0,0,290.8333333,0,0,0.4,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
"9022",3,40,0,0,189.4166667,0,0,0,8,11,1,0,0,0,0,0,0,0,0,1,0,1,0,1,"0"
"7484",1,3,2,34,1021.519444,0.009302326,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,"0"
"6667",4,35.5,0,0,9.5,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"0"
"8093",0,0,2,21,1825.557143,0,0,0,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"0"
"3446",1,132,0,0,209.25,0,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"3376",0,0,0,0,223.3333333,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"2304",0,0,0,0,472,0.030555556,0,0.8,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"4725",5,60.8,0,0,20.6,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
"7132",6,71.2,0,0,3800.089234,0.003883495,3.179063602,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"1"
"7765",4,59.2,0,0,38.35833333,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"4848",4,19.8,0,0,10,0.0125,0,0,1,5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,"1"
"6867",0,0,0,0,58.5,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"2877",0,0,0,0,128.3333333,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"0"
"7925",2,25,0,0,243.1666667,0.016666667,0,0,2,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0"
"6942",3,66.375,0,0,3344.958929,0.002325581,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"757",5,169,0,0,50,0,0,0,1,9,0,0,0,0,1,0,0,0,0,1,1,0,1,0,"0"
"2773",1,0,0,0,889,0.021428571,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"0"
"5198",0,0,0,0,1186.6,0.02,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"8335",2,40.5,0,0,1938.996646,0.003863636,0,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"0"
"5321",5,44.2,5,801.8,235.3,0.002777778,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"3309",0,0,0,0,317.5,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,1,1,1,"0"
"7773",4,55,0,0,13,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"1"
"7882",0,0,0,0,1051.166667,0,14.14084367,0,8,6,0,0,0,0,0,0,1,0,0,1,0,0,1,1,"1"
"4651",0,0,0,0,9836.068333,0.007446809,0,0,2,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"0"
"6618",0,0,0,0,535.5,0.044444444,0,0,2,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"4645",0,0,0,0,111.6,0,24.9184548,0,2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,"1"
"8825",5,112.25,0,0,1170.711048,0.006779661,0,0,2,2,0,0,0,0,0,0,1,0,0,1,1,0,1,1,"0"
"8845",1,12,1,11,6194.852381,0.015540541,0,0,2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"5464",1,0,0,0,1085.9,0,30.54596337,0,2,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,"1"
"2949",1,20.5,1,13,1518.903694,0,13.40247586,0,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"774",1,12,0,0,331.25,0.016666667,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"0"
"7450",1,60.5,0,0,320.9833333,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"2794",1,65,0,0,531,0.033333333,0,0,6,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
"6354",0,0,0,0,1390.083333,0,0,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"0"
"3873",7,134.75,0,0,3283.722222,0.009302326,24.90144186,0.2,2,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"0"
"4463",0,0,0,0,631.0857143,0.012903226,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0"
"6361",0,0,0,0,894.5809524,0,0,0,2,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"3906",0,0,0,0,48.33333333,0.011111111,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
"1377",5,84.25,0,0,409.75,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"0"
"2564",0,0,0,0,56.33333333,0,0,1,2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"0"
"8477",0,0,0,0,290.1,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"6703",9,179.275,0,0,5276.594444,0,17.53927855,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"9080",0,0,3,494,3269.256933,0.006586826,5.873000789,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"7054",0,0,0,0,138.375,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"0"
"8828",8,117.5,0,0,104.5,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"1"
"5957",1,15.2,4,104.8,2725.708571,0.01047619,20.14579261,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"1"
"6329",0,0,0,0,3480.811706,0.002247191,0,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"1"
"8034",1,13,1,10,445,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"0"
"485",1,11,0,0,253,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"0"
"1530",4,55.5,0,0,1274.190476,0.005714286,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"0"
"5577",0,0,0,0,238.9333333,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"4525",5,68.01428571,1,21.2,1033.206667,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"410",0,0,0,0,126,0.028571429,0,0,5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"5723",3,72.4,0,0,86.6,0,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"1"
"5949",1,114.8,0,0,951.4333333,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"0"
"4296",4,96.6,0,0,276.7333333,0.010526316,69.46239458,0,2,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"1"
"5136",5,85.16666667,4,365.9666667,538.72,0.014035088,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,"0"
"3154",3,30,0,0,518,0,0,0,10,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"1094",0,0,0,0,55,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
"306",5,197,4,246,427.0833333,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,"0"
"7512",4,72,0,0,46.5,0.04,0,0,2,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"0"
"5885",6,70.58,0,0,296.58,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"9277",1,10,0,0,6308.063793,0.002513228,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0"
"4667",0,0,1,0,331.55,0.013333333,0,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,"0"
"4702",1,137.5,1,59.4,1844.65,0.022641509,0,0,2,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,"0"
"3414",3,25.4,0,0,2958.5,0.005405405,5.677286486,0.4,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"7795",1,79,2,255,2668.725046,0.002138405,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"7367",6,185.9904762,5,111.1666667,10415.78364,0.002551834,18.08361086,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"0"
"545",5,100.9166667,0,0,1432.223333,0,69.43043195,0,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,"1"
"1657",1,3,0,0,271.125,0,0,0,2,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,"0"
"3328",2,39.5,4,872,3909.620363,0.002409639,9.849816466,0,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
"8601",1,59.5,0,0,646.1666667,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"5718",6,132.22,3,18,418.8444444,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,"0"
"9129",9,183.7857143,1,90,3346.501984,0.00211827,5.932009013,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"1"
"2838",7,190.5833333,2,1131,5492.366667,0.019090909,8.567142857,0,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"1288",2,78,0,0,424,0,0,0,1,10,0,0,0,0,1,0,0,0,0,1,0,1,1,0,"0"
"1556",2,77,0,0,112,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"0"
"4655",7,154.4,0,0,1267.06,0.021621622,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0"
"6221",0,0,0,0,611.0833333,0,0,0,2,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"0"
"8578",0,0,0,0,910,0.007407407,0,0,2,3,0,0,0,0,0,0,1,0,0,1,1,0,1,1,"0"
